mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_109029,CNC1=NC2CC2C1=O,2.90076,1.44735,1.04655,0.7503,76.77,-0.2198,-0.0519,0.1679,1145.8803,0.136941,-418.029319,-418.020985,-418.020041,-418.062656,30.662
gdb_35514,C#CC1OC2COC1C2,3.20511,1.5203,1.41398,1.5913,72.95,-0.2431,0.0353,0.2784,973.2717,0.136992,-421.785122,-421.777916,-421.776971,-421.816708,28.819
gdb_132344,OC1=NC(=O)OC(F)=N1,2.10824,1.61903,0.91577,3.6436,54.36,-0.2957,-0.073,0.2227,1095.4848,0.052769,-549.927723,-549.920021,-549.919077,-549.961345,26.013
gdb_49178,O=CC1=CC2OC2CC1,3.81777,1.17684,0.98728,3.0883,77.32,-0.2538,-0.0653,0.1885,1174.2002,0.13688,-421.840065,-421.832551,-421.831607,-421.872206,28.852
gdb_44055,O=C1CC23COC12CO3,2.70778,1.73636,1.58283,2.0326,64.25,-0.2481,-0.0499,0.1982,895.8461,0.111467,-457.673269,-457.666174,-457.665229,-457.704818,27.379
gdb_50178,O=CN1CC2=CCCC12,4.56048,1.08736,0.91729,4.0157,81.33,-0.241,-0.0042,0.2368,1251.2465,0.149084,-401.946323,-401.938598,-401.937654,-401.978905,29.287
gdb_33977,C#CC12OC1CC21CO1,2.41392,1.74263,1.20654,0.6445,72.87,-0.2507,0.0104,0.2611,1021.6354,0.109995,-420.520684,-420.512897,-420.511953,-420.55293,29.912
gdb_70195,CC12CC1OC(=N)CN2,3.37464,1.33742,1.14433,3.4117,77.56,-0.2227,0.0243,0.2469,1123.651,0.160564,-419.195214,-419.187077,-419.186132,-419.227663,32.12
gdb_75161,CC1=CCC(C1)C1CO1,3.54972,0.9982,0.86517,1.6195,84.87,-0.2299,0.0305,0.2604,1404.9966,0.182588,-387.088832,-387.079958,-387.079014,-387.122968,33.344
gdb_89845,CC1CC2(CO2)CC1O,2.78052,1.3467,1.16888,2.7899,77.92,-0.2549,0.0681,0.323,1159.4256,0.182535,-424.222906,-424.214094,-424.21315,-424.256202,34.483
gdb_124673,CC(C=O)C1=NOC=N1,3.46903,1.13612,0.91598,1.9894,66.83,-0.2612,-0.0467,0.2145,1216.5525,0.111648,-453.954173,-453.945813,-453.944869,-453.989376,28.673
gdb_68763,CC12CCC(=O)C1(C)N2,2.38727,1.70669,1.19824,3.4115,79.35,-0.2248,-0.0117,0.2131,1098.7233,0.170411,-403.172933,-403.163967,-403.163023,-403.206145,34.314
gdb_79563,CC12C(O)C1C1CC21O,2.28711,1.73947,1.29503,0.9052,75.46,-0.2012,0.0738,0.275,1048.3717,0.15728,-422.94232,-422.933514,-422.93257,-422.97496,34.743
gdb_48204,O=CC(C#N)N1CCC1,2.64844,1.22626,1.00119,4.6756,73.33,-0.2529,-0.0486,0.2043,1214.0112,0.134917,-417.992441,-417.983502,-417.982558,-418.027097,31.171
gdb_85695,CC1OC(C#N)C11CC1,2.12945,1.54737,1.17106,4.3836,76.1,-0.2732,0.0003,0.2735,1128.0879,0.146547,-401.92992,-401.921179,-401.920234,-401.963727,32.335
gdb_99662,CCC(C#C)C1CCC1,2.46015,1.07583,0.79214,0.6164,92.02,-0.2556,0.0556,0.3112,1519.8307,0.204403,-351.119717,-351.109551,-351.108607,-351.155103,37.938
gdb_116597,CCN=C1OCC(C)=C1,5.80426,0.77869,0.69847,3.5161,90.21,-0.2266,-0.0208,0.2057,1671.5507,0.169918,-403.184038,-403.174479,-403.173535,-403.220121,34.232
gdb_11350,CC1CCC(CO)=C1,3.7966,1.29874,1.02044,1.5067,78.1,-0.2233,0.0354,0.2587,1189.4864,0.177019,-349.019576,-349.010845,-349.009901,-349.052911,32.173
gdb_13317,N#CCC1CCOC1,4.94252,1.24794,1.11444,4.3445,67.87,-0.2653,0.0294,0.2947,1063.9083,0.144039,-363.884357,-363.876721,-363.875777,-363.917159,27.421
gdb_66292,CC1(CCOC1=N)C=O,2.18135,1.54262,1.31602,3.077,72.99,-0.255,-0.0286,0.2264,1070.272,0.147258,-439.120863,-439.112032,-439.111088,-439.154847,32.102
gdb_127689,CN1N=NC(=N)C=C1N,3.19594,1.44692,1.00374,6.6726,80.93,-0.2026,-0.0449,0.1577,1132.9672,0.125448,-430.221971,-430.213684,-430.21274,-430.254795,31.135
gdb_79162,CC1C2C3N2CC3=C1C,2.6216,1.84203,1.35073,1.6243,86.34,-0.1969,-0.0302,0.1667,1020.2954,0.170579,-365.89631,-365.888259,-365.887315,-365.928416,32.147
gdb_130264,C#CCc1cc(no1)N,4.08819,0.98525,0.79855,2.8472,73.31,-0.2298,0.0026,0.2324,1352.9715,0.112048,-416.770889,-416.762467,-416.761523,-416.804617,31.189
gdb_26514,CC12CC1C1=CN=CN21,3.77814,1.51822,1.24673,4.285,78.84,-0.2129,0.0182,0.2311,1014.5812,0.138017,-380.845458,-380.838294,-380.83735,-380.876912,28.192
gdb_76226,CC1C(C)=CC2OC12C,2.61703,1.50003,1.16246,1.9368,83.76,-0.2313,0.0092,0.2406,1160.5785,0.180964,-387.099732,-387.090483,-387.089539,-387.133049,35.532
gdb_104171,CCC1(C)CCC(O)C1,2.40414,1.20077,1.0827,1.3432,87.91,-0.2611,0.0693,0.3303,1318.8552,0.229132,-389.51438,-389.504362,-389.503418,-389.548912,39.145
gdb_30381,CN=c1cncncn1,3.28806,1.42704,1.13818,0.3654,78.23,-0.245,-0.0846,0.1604,1067.1787,0.113683,-412.988959,-412.981132,-412.980187,-413.021695,28.122
gdb_59563,CC(C)C1CC2CC2C1,3.3559,1.03186,0.86822,0.1913,91.91,-0.2575,0.0785,0.3359,1454.084,0.230124,-352.365513,-352.356168,-352.355224,-352.399487,36.949
gdb_61740,CC(NC=O)C(=O)C#C,3.40804,0.94469,0.81972,2.7661,74.17,-0.2552,-0.0764,0.1789,1371.4149,0.121309,-437.891976,-437.882296,-437.881352,-437.92724,33.876
gdb_17863,CN1CC11C2CC1O2,4.32108,1.79239,1.55708,1.6252,69.12,-0.2351,0.0807,0.3158,863.0489,0.141602,-363.745546,-363.738514,-363.73757,-363.776501,27.412
gdb_76513,OC1C(O)C11CN2CC12,3.20225,1.26682,1.15081,2.5451,72.01,-0.2161,0.0454,0.2615,1114.6918,0.147182,-438.997807,-438.989574,-438.98863,-439.030458,31.931
gdb_46742,O=C1CNC2C3NC3C12,2.73653,1.83021,1.42416,3.4947,70.46,-0.2097,-0.0146,0.1951,935.9915,0.13849,-417.964811,-417.957849,-417.956905,-417.996257,27.885
gdb_90796,CN1CC2C3C2C(=O)C13,2.43879,2.00093,1.38983,2.9536,75.47,-0.2,-0.0017,0.1983,966.5684,0.149024,-401.931167,-401.923796,-401.922852,-401.962906,29.084
gdb_113436,CCC1CC11CC(C)O1,3.75572,0.86091,0.80401,1.5333,87.28,-0.2192,0.0877,0.307,1576.4447,0.20401,-388.27166,-388.261762,-388.260818,-388.306896,37.093
gdb_91917,CC1CC2NC2C(O)C1,2.41723,1.44601,1.01769,2.1447,81.23,-0.243,0.0682,0.3113,1234.4973,0.196524,-404.345123,-404.336511,-404.335567,-404.378004,34.38
gdb_6143,CC1(C)CC(O1)C#C,4.46339,1.35033,1.24976,1.7497,74.07,-0.2504,0.0272,0.2776,1040.3887,0.150943,-347.763395,-347.75469,-347.753745,-347.796637,32.582
gdb_33543,N#CC1(CCO1)C1CC1,2.18989,1.65011,1.159,4.2094,75.81,-0.2794,0.0075,0.2869,1108.3582,0.147609,-401.927079,-401.91858,-401.917636,-401.960671,31.41
gdb_120934,CCOC1CC2CC12O,3.1765,0.97107,0.87819,0.9111,79.71,-0.2441,0.085,0.3291,1435.1589,0.180774,-424.188608,-424.179075,-424.17813,-424.223357,35.562
gdb_100981,COC(C)C1(C)CN1C,2.332,1.11353,1.0532,1.8439,86.63,-0.2204,0.0769,0.2973,1368.5764,0.214063,-405.510244,-405.499092,-405.498148,-405.546272,40.688
gdb_119694,OCCC12CC3CC1C23,4.28262,0.91359,0.89341,1.0982,82.25,-0.2409,0.0813,0.3222,1390.1563,0.183182,-387.034565,-387.026093,-387.025149,-387.068095,32.769
gdb_22370,ON=C1CC(O)CC1O,2.25172,1.30108,0.86967,2.6443,71.34,-0.2511,-0.002,0.2491,1291.0302,0.146344,-476.18648,-476.177263,-476.176319,-476.220629,34.429
gdb_125028,CC1=C(N)C=NNC1=N,2.28348,1.8759,1.03732,3.0829,82.16,-0.1919,-0.0331,0.1588,1108.8198,0.137925,-414.211154,-414.202627,-414.201683,-414.244318,32.458
gdb_7967,CC1=CC(=O)C(O)C1,3.76144,1.64991,1.19787,3.7679,68.96,-0.2417,-0.0485,0.1932,984.6653,0.130106,-383.783498,-383.775755,-383.774811,-383.815613,28.657
gdb_48770,O=CC12CN1CC(=O)C2,3.09764,1.31229,1.05487,2.6548,69.79,-0.246,-0.0392,0.2068,1112.9917,0.123397,-437.895126,-437.887343,-437.886399,-437.927864,29.218
gdb_37314,C1OC2C3NC3C2C=C1,3.17447,1.70341,1.37641,2.007,76.52,-0.2267,0.0241,0.2508,967.2289,0.150067,-401.894063,-401.887129,-401.886185,-401.925395,27.978
gdb_26573,c1coc(c(c1=O)O)O,2.40837,1.88244,1.05658,6.1419,64.62,-0.2159,-0.031,0.1848,1021.4296,0.088752,-493.738273,-493.730385,-493.729441,-493.770675,29.058
gdb_62748,CC1(O)C2NC(=O)C12O,2.53741,1.54836,1.28433,2.4115,65.67,-0.2356,-0.0036,0.232,1017.5372,0.122266,-475.003604,-474.99498,-474.994036,-475.036242,32.989
gdb_33668,C#CC12C3NC1COC23,3.23575,1.46279,1.38015,0.4288,75.7,-0.2192,0.0309,0.2501,981.638,0.125567,-400.663984,-400.65698,-400.656036,-400.695256,28.163
gdb_47575,O=C1NC2CC2OCO1,2.92978,1.69241,1.23096,4.0114,65.15,-0.2569,0.0345,0.2914,987.8022,0.126195,-475.036401,-475.029111,-475.028167,-475.068321,28.06
gdb_34127,N#CC12CC3NC1C3N2,3.55211,1.47621,1.38611,4.2143,73.63,-0.2523,0.01,0.2624,952.2773,0.128022,-396.883026,-396.876598,-396.875654,-396.913779,26.361
gdb_128404,CNCc1c(onn1)N,2.73256,1.23149,0.95253,4.3882,72.24,-0.2187,-0.0187,0.2,1243.1709,0.135684,-451.292158,-451.283038,-451.282094,-451.326748,32.893
gdb_70126,OC12CC1C=CC=CC2,2.57834,1.68796,1.22656,1.3685,83.35,-0.212,-0.0192,0.1929,1057.3497,0.160442,-385.884019,-385.876189,-385.875245,-385.915807,31.888
gdb_43476,O=C1NC(=O)C2CC1C2,2.57368,1.82184,1.27651,2.7943,69.44,-0.258,-0.0248,0.2332,971.8029,0.127773,-437.955581,-437.948813,-437.947869,-437.986784,26.928
gdb_114166,OCC1OC2(CC12)C#C,4.24045,1.00001,0.89186,2.4425,76.91,-0.2383,0.0093,0.2476,1296.1453,0.134144,-421.740381,-421.731823,-421.730879,-421.77366,32.574
gdb_14479,CC12CC3C(C1)N3C2,3.84901,2.1261,2.10031,1.7504,72.83,-0.2316,0.0791,0.3107,775.1709,0.168811,-327.932331,-327.926012,-327.925068,-327.962177,26.71
gdb_132462,OC1=CC=C(F)C(=N)N1,3.17874,1.36414,0.95451,4.4715,71.16,-0.189,-0.0206,0.1684,1114.3236,0.101979,-478.014374,-478.006952,-478.006008,-478.046125,28.991
gdb_110800,CCC1C2C(CN12)C#N,4.81013,0.88132,0.8767,4.4984,80.29,-0.2486,0.023,0.2716,1389.5413,0.159797,-382.038044,-382.029379,-382.028435,-382.071747,32.21
gdb_63001,CC1(C)C2CC2N2CC12,2.37313,1.71458,1.49141,1.4486,83.93,-0.2251,0.085,0.3101,1042.5357,0.195116,-367.176955,-367.168754,-367.16781,-367.208823,34.054
gdb_129721,c1c(c(c(nn1)O)N)O,2.42075,1.87923,1.05879,3.6518,68.85,-0.2164,-0.0167,0.1997,1033.5117,0.102348,-470.035376,-470.027699,-470.026755,-470.067081,29.983
gdb_128696,COc1c(n[nH]n1)C#C,2.43286,1.55816,0.95557,1.8558,73.91,-0.2274,-0.022,0.2054,1157.5846,0.101188,-432.828119,-432.819911,-432.818967,-432.861162,29.568
gdb_30247,OC1CN2C=C(O)C=C12,4.74295,1.07772,0.91634,0.1848,74.15,-0.1924,0.0266,0.219,1219.3159,0.125183,-437.872645,-437.864722,-437.863777,-437.905069,30.231
gdb_112445,COC1OC(=N)CC1C,2.10767,1.56015,1.01101,2.9282,77.02,-0.261,0.0308,0.2917,1230.971,0.170914,-440.313375,-440.304176,-440.303232,-440.347508,33.873
gdb_7997,CN1CC(O)CC1=O,3.17263,1.85029,1.36772,3.2876,65.59,-0.236,0.0364,0.2724,930.0245,0.142831,-401.044455,-401.036412,-401.035468,-401.076939,29.256
gdb_39693,C1COC1=NC2COC2,5.08414,0.89021,0.80518,4.1059,75.28,-0.2371,0.0145,0.2516,1419.1522,0.147829,-439.04994,-439.041536,-439.040592,-439.085236,29.679
gdb_120933,CCOC1CC2CC12C,3.06276,0.9789,0.88276,0.9059,87.17,-0.2388,0.0869,0.3258,1476.6891,0.204363,-388.2657,-388.255857,-388.254912,-388.300725,36.731
gdb_101620,CC(CO)CC(C)C#C,3.35241,0.69724,0.66625,1.2363,88.46,-0.257,0.0564,0.3135,1785.1048,0.202305,-388.259749,-388.248285,-388.247341,-388.296777,41.464
gdb_49997,O=CC1NC11CC2OC12,3.52159,1.09199,1.02282,4.0165,70.86,-0.2505,-0.0287,0.2218,1181.3965,0.12296,-437.815748,-437.808009,-437.807064,-437.848487,29.09
gdb_10483,CCC1(CC#C)CO1,2.69117,1.62036,1.21082,1.274,72.66,-0.2586,0.0467,0.3053,1053.6191,0.151168,-347.755653,-347.746744,-347.7458,-347.789565,32.587
gdb_78947,OC1C2C3C4N2C1C34O,3.59221,1.56042,1.37097,1.9797,66.45,-0.2256,0.0577,0.2833,937.5584,0.125103,-437.774381,-437.767611,-437.766667,-437.805166,27.985
gdb_19129,N#CC1(CC1)C1NC1,3.30242,1.75785,1.33889,3.7874,69.16,-0.2666,0.0326,0.2992,929.8657,0.131562,-342.758653,-342.751132,-342.750188,-342.790686,27.96
gdb_80844,OC1C2CC1(O)C(=O)N2,2.69283,1.72375,1.32424,2.04,64.43,-0.2541,0.0126,0.2666,958.4395,0.124708,-475.026105,-475.018322,-475.017378,-475.057885,30.682
gdb_63235,CC1(O)C=CCC2NC12,2.50425,1.60604,1.30901,2.0612,80.17,-0.2363,0.0185,0.2548,1067.0423,0.171937,-403.139916,-403.131551,-403.130606,-403.172316,33.535
gdb_50919,O=CNC(C#C)C1CC1,1.78645,1.51056,0.91001,3.243,79.4,-0.2529,0.0201,0.2729,1291.3406,0.146043,-401.922124,-401.912627,-401.911683,-401.957174,34.343
gdb_119587,OCCC12NC1CC2O,3.05466,1.01917,0.8869,1.4708,75.08,-0.2345,0.0696,0.3041,1361.2843,0.170789,-440.233249,-440.224038,-440.223094,-440.267648,34.473
gdb_131698,OCC1=NC(=N)NN=N1,2.97529,1.39548,0.95552,3.6599,70.01,-0.2656,-0.0993,0.1663,1139.4135,0.101647,-466.151378,-466.143616,-466.142672,-466.184201,28.276
gdb_15245,OCC1C(O)C1C#C,3.12904,1.53871,1.42222,2.4743,66.83,-0.2505,0.0299,0.2804,945.8734,0.128839,-383.679761,-383.671307,-383.670363,-383.712523,31.311
gdb_1487,COC(C)CC=O,4.39281,1.5029,1.19739,3.2661,61.83,-0.2412,-0.0176,0.2235,995.3581,0.144979,-346.857051,-346.848202,-346.847258,-346.891212,29.678
gdb_121065,COCC1COC(=N)O1,4.60842,0.89253,0.82551,4.0479,69.98,-0.2519,0.0554,0.3073,1410.1583,0.147674,-476.226893,-476.217964,-476.21702,-476.261784,31.337
gdb_59332,CC(C)C1CC(C1)(C)C,3.06187,0.8708,0.82649,0.0276,96.56,-0.2741,0.0819,0.3561,1630.6934,0.250342,-353.569145,-353.558217,-353.557273,-353.604494,42.158
gdb_56609,CC(C#C)C(C=O)C#C,2.02175,1.37152,0.86609,2.0504,81.2,-0.2538,-0.0389,0.2149,1304.859,0.130724,-384.62727,-384.616948,-384.616004,-384.66321,36.526
gdb_113612,CCC1CC1C#CC=O,3.44374,0.67148,0.59349,4.6458,91.75,-0.258,-0.0542,0.2037,1869.8186,0.157135,-385.864503,-385.854501,-385.853557,-385.900865,34.805
gdb_67458,OC12C3CC1OC2CC3,2.17771,1.88121,1.82577,0.8417,73.49,-0.2404,0.0619,0.3024,929.3883,0.161105,-423.007067,-422.99976,-422.998815,-423.038718,29.646
gdb_58184,CC(C)C(C)C(C)(C)O,2.15017,1.20638,0.9596,1.2702,91.84,-0.253,0.0691,0.3221,1433.5961,0.248726,-390.702996,-390.691154,-390.69021,-390.739212,45.467
gdb_102080,CNC(C=O)C(O)C=O,2.51309,1.16121,0.91309,2.8958,70.57,-0.2302,-0.0427,0.1875,1291.9937,0.14412,-476.220383,-476.210263,-476.209319,-476.256044,35.043
gdb_126043,CC1NC1C1=CNN=C1,3.71913,1.0541,1.0304,3.4835,78.43,-0.2243,0.0234,0.2477,1233.9379,0.150277,-398.12529,-398.117201,-398.116256,-398.158599,30.417
gdb_63763,CC1(C)CN2C(C#N)C12,2.93361,1.40673,1.16182,3.4033,79.44,-0.2545,0.0081,0.2627,1112.3149,0.158895,-382.041663,-382.03301,-382.032066,-382.074431,33.293
gdb_117796,COCC(C)(CO)C#C,2.16556,1.1213,1.00224,2.3428,81.38,-0.2493,0.0512,0.3005,1352.8759,0.17892,-424.17604,-424.165046,-424.164102,-424.211949,39.688
gdb_90742,CC1NC2C1NCC2=O,3.08705,1.39639,1.18228,3.5121,74.97,-0.222,-0.0185,0.2035,1096.7037,0.160867,-419.198251,-419.190102,-419.189158,-419.231025,31.437
gdb_913,c1nc(=O)nco1,6.21503,2.98117,2.01475,5.2453,45.42,-0.2737,-0.0602,0.2136,558.3529,0.056738,-375.410333,-375.405204,-375.40426,-375.440082,17.612
gdb_99578,CCC(C#C)C(O)C=O,2.31946,1.11999,0.80914,1.8944,78.49,-0.2635,-0.0405,0.2229,1421.774,0.155481,-423.004692,-422.994423,-422.993479,-423.040245,36.995
gdb_110767,OCC1C2NC(=O)C12O,2.14116,1.41048,1.30707,4.1763,65.41,-0.2373,0.002,0.2394,1072.9327,0.123066,-474.991578,-474.982841,-474.981897,-475.025246,32.021
gdb_122024,COCC(C)OCCO,3.20505,0.66914,0.57583,1.7902,80.53,-0.2581,0.0815,0.3396,1969.6013,0.202611,-462.54022,-462.528758,-462.527814,-462.578371,39.642
gdb_60658,[NH3+]C(C1COC1)C([O-])=O,2.39195,1.33547,1.12387,5.8807,66.89,-0.2466,0.0101,0.2567,1145.8365,0.148441,-476.223443,-476.214626,-476.213682,-476.257886,31.801
gdb_89941,CN1CC2(NCC12)C#N,2.72073,1.40333,1.11188,3.0208,78.32,-0.227,0.0051,0.2321,1135.822,0.148266,-398.082152,-398.073815,-398.07287,-398.115069,31.378
gdb_45792,O=C1CC=CC2CC1O2,2.5548,1.90103,1.36349,2.4034,72.57,-0.2363,-0.0209,0.2155,957.8975,0.137614,-421.829864,-421.822772,-421.821828,-421.861382,28.126
gdb_37023,C1C=CC23CC=CC12O3,3.35367,1.79813,1.48515,1.8607,76.22,-0.2361,0.0019,0.2381,914.8055,0.137624,-384.681863,-384.675334,-384.67439,-384.712274,27.55
gdb_111491,CC1CC2NC2C1CO,2.41143,1.4647,1.04962,1.2995,80.97,-0.2354,0.0722,0.3076,1207.6579,0.195545,-404.327437,-404.318378,-404.317434,-404.361334,34.931
gdb_33676,N#CC12C3CCC1OC23,3.15553,1.44201,1.3728,3.604,73.24,-0.2544,0.0125,0.2668,986.6148,0.126643,-400.733721,-400.726899,-400.725955,-400.764999,26.921
gdb_73355,CC12CCC3C(CC1)C23,2.32656,1.87723,1.52184,0.1111,87.0,-0.2581,0.082,0.3401,1029.0547,0.209442,-351.176936,-351.169302,-351.168358,-351.208501,32.299
gdb_26733,Cc1c(ccn1C=O)O,3.26825,1.27859,0.92435,2.706,76.31,-0.2034,-0.0328,0.1706,1193.4457,0.123931,-437.942992,-437.934356,-437.933411,-437.976158,31.521
gdb_130054,C(=O)n1c(nc(n1)N)O,2.68839,1.48487,0.95722,4.471,65.01,-0.2277,-0.0361,0.1916,1119.2157,0.09071,-486.1111,-486.103391,-486.102447,-486.143353,28.475
gdb_99534,CC(C#N)C(CO)C#N,2.2783,1.20691,0.83469,5.1785,73.02,-0.2998,0.0035,0.3033,1334.537,0.134654,-418.029354,-418.019448,-418.018504,-418.064711,34.565
gdb_49128,N=C1OC(=O)C=C1C=O,2.81983,1.37727,0.92532,1.1445,66.63,-0.2821,-0.1297,0.1524,1131.8022,0.077411,-472.683341,-472.675989,-472.675045,-472.715723,26.167
gdb_108990,OCC1=CC2CC1(O)C2,2.77278,1.38179,1.08417,1.5713,76.78,-0.2155,0.0223,0.2378,1152.6383,0.158783,-422.983959,-422.975384,-422.97444,-423.017148,33.093
gdb_96636,CC(=NC)N(C)C(=O)N,3.07639,1.11167,0.8454,2.4842,81.54,-0.2285,0.0085,0.2369,1384.5774,0.169188,-436.507411,-436.496666,-436.495722,-436.544001,38.028
gdb_15921,N#CC12CCC1CC2,3.3571,1.8887,1.52291,4.254,72.34,-0.2831,0.021,0.3041,880.8067,0.143793,-326.721559,-326.714341,-326.713397,-326.75407,27.133
gdb_59211,CC(C)C1C2CC1CC2,2.99046,1.15953,1.04262,0.1003,92.1,-0.2789,0.0841,0.363,1327.1355,0.230813,-352.356616,-352.347645,-352.346701,-352.390111,35.964
gdb_94454,OC1CCC11COC=N1,2.8989,1.42418,1.24641,1.73,72.32,-0.2404,0.0239,0.2644,1060.864,0.148658,-439.085504,-439.077405,-439.076461,-439.11857,30.457
gdb_74163,CC1=CC(=O)CC1C#C,2.67802,1.293,0.93973,3.6646,82.61,-0.2373,-0.0445,0.1928,1231.4037,0.134366,-384.702336,-384.693528,-384.692584,-384.736206,32.631
gdb_133554,FC(F)(F)C12CC1CC2,2.89027,1.33283,1.21101,2.238,61.08,-0.277,0.0826,0.3596,1049.7104,0.121393,-532.236101,-532.228337,-532.227393,-532.268938,29.423
gdb_4844,Cc1ncc(o1)NC,4.65771,1.47721,1.15984,2.6091,69.5,-0.1905,0.0259,0.2164,1032.2745,0.131022,-379.95504,-379.946935,-379.945991,-379.988002,28.607
gdb_57084,NC(C#N)C1COC=N1,3.25521,1.17932,0.91166,3.9859,69.57,-0.2631,0.0053,0.2684,1215.5532,0.126276,-434.080297,-434.071901,-434.070957,-434.114166,29.911
gdb_33908,N#CC12CN1C1CCC21,3.91323,1.30041,1.1767,4.9017,77.13,-0.2495,-0.0059,0.2437,1066.0975,0.137598,-380.811719,-380.804556,-380.803612,-380.843194,28.552
gdb_59623,CC(O)C1COC(=N)C1,2.98533,1.12332,0.93751,4.3609,76.27,-0.2534,0.0328,0.2862,1302.1195,0.17118,-440.308394,-440.299266,-440.298322,-440.342678,34.201
gdb_48729,O=CC12NC1C1CC2C1,3.06676,1.6199,1.33942,2.572,77.18,-0.2465,-0.0257,0.2208,985.0297,0.149895,-401.908235,-401.901377,-401.900433,-401.939443,28.072
gdb_82859,CC1C2OC3CC1CC23,2.49621,1.98179,1.7055,1.7271,79.8,-0.2319,0.0866,0.3185,936.8407,0.186504,-387.102288,-387.09545,-387.094506,-387.133029,29.322
gdb_28414,Cc1cc(cnc1C)N,3.01052,1.33522,0.93651,2.7601,88.75,-0.2019,-0.0055,0.1964,1259.982,0.160273,-382.145587,-382.136703,-382.135759,-382.178638,34.016
gdb_35830,C#CC1=CCOC1C#N,2.12224,1.67048,1.02805,4.3367,77.02,-0.2565,-0.048,0.2085,1114.4576,0.100048,-399.525504,-399.517359,-399.516415,-399.558768,29.399
gdb_7939,CN1CC(=O)CC1=O,3.78381,1.74236,1.22026,2.4227,62.77,-0.2469,-0.0376,0.2094,938.4609,0.118487,-399.863838,-399.856153,-399.855209,-399.896355,27.266
gdb_331,C(#N)C(C#N)N,5.74651,2.87292,2.03264,3.6178,43.93,-0.3037,-0.0279,0.2758,562.9596,0.061962,-280.273691,-280.267611,-280.266667,-280.303301,20.295
gdb_45228,O=C1OC2CN3CC1C23,3.23223,1.82485,1.45159,2.8845,66.67,-0.2339,0.0006,0.2345,892.054,0.127309,-437.878903,-437.872664,-437.871719,-437.909598,25.197
gdb_89375,CC12CC(O)CC1(C)O2,2.62627,1.37753,1.06707,1.255,78.27,-0.2467,0.0761,0.3227,1206.751,0.181005,-424.238259,-424.228897,-424.227952,-424.271695,36.167
gdb_414,CCC1(CC1)C,5.14779,2.74148,2.30804,0.1151,63.52,-0.2627,0.0859,0.3486,658.7763,0.165551,-235.696677,-235.689426,-235.688482,-235.727158,27.138
gdb_69776,CC12CC1C1OC1(C)C2,3.118,1.35189,1.26347,1.7383,81.53,-0.2516,0.0916,0.3432,1127.5949,0.182359,-387.08791,-387.079495,-387.078551,-387.120244,33.767
gdb_17568,CC12CC(C1)C1NC21,3.36696,2.32918,1.88274,1.4676,74.31,-0.223,0.0872,0.3103,800.8261,0.167991,-327.87878,-327.872282,-327.871338,-327.908813,27.585
gdb_12350,OC1CN=COC1=O,3.29606,2.3141,1.42484,1.2377,54.52,-0.2768,-0.041,0.2359,802.3532,0.096319,-435.773484,-435.766788,-435.765844,-435.804438,24.727
gdb_11686,O=C1CC2(CN12)C#N,5.51033,1.48606,1.35123,3.3901,60.55,-0.2782,-0.0452,0.2329,864.0529,0.083823,-377.508584,-377.502019,-377.501075,-377.539439,24.174
gdb_107490,COC12CC1OC21CC1,2.31229,1.69716,1.27061,1.2733,75.69,-0.2237,0.0742,0.2979,1071.7663,0.157261,-422.945957,-422.937385,-422.936441,-422.978983,32.788
gdb_13566,CC1OC1C(O)C=O,4.25551,1.24781,1.08653,1.7956,62.22,-0.2715,-0.0424,0.2291,1088.6071,0.127628,-420.861627,-420.853111,-420.852167,-420.895255,30.039
gdb_76677,CC1C(C)C1OC1CC1,2.86441,1.04723,0.93383,0.9215,86.46,-0.2273,0.0838,0.3111,1406.4334,0.203787,-388.253097,-388.242929,-388.241985,-388.288777,37.554
gdb_117960,COC(=N)C(C)CCO,3.70465,0.7109,0.64412,2.4556,80.26,-0.2585,0.0338,0.2923,1789.6206,0.192177,-441.488666,-441.477487,-441.476542,-441.525879,39.05
gdb_125610,Cc1c(c([nH]n1)C=O)N,3.35648,1.23426,0.9083,3.7193,78.47,-0.2148,-0.0508,0.164,1227.613,0.124967,-434.107043,-434.098233,-434.097289,-434.14045,31.928
gdb_113656,CCC(=O)C1NC1CO,3.61893,0.81895,0.75258,3.9318,77.02,-0.2451,-0.0216,0.2235,1584.1582,0.169186,-440.27217,-440.261969,-440.261025,-440.308657,36.006
gdb_101697,CCC(O)CC1(C)CC1,3.22067,0.83096,0.7446,1.3425,89.54,-0.2485,0.0673,0.3159,1677.2955,0.226954,-389.488335,-389.477408,-389.476464,-389.524423,41.077
gdb_21115,Cn1c(=O)n(nn1)C,3.7795,2.10563,1.37587,0.018,60.61,-0.2422,-0.0223,0.2199,858.9819,0.107581,-412.046267,-412.038415,-412.037471,-412.079037,26.4
gdb_27410,Cc1cc(=O)ccnc1,2.35472,1.64385,0.97387,3.1604,83.83,-0.2457,-0.0919,0.1538,1162.3018,0.125231,-400.786721,-400.778728,-400.777784,-400.820105,29.279
gdb_105964,CC12C3C1C1(CO)C2N31,4.53398,1.15594,1.14686,2.9208,75.26,-0.2164,0.0593,0.2757,1139.1809,0.146913,-401.8256,-401.817643,-401.816699,-401.857894,30.919
